order_id,delivery_time,first_name,last_name,order_details
2015-001410,17:00:23,Quinn,Cunningham,small big_meat;small sicilian;small ital_veggie
2015-001411,17:20:29,Abraham,Willis,small spinach_supr;small pepperoni;medium spin_pesto
2015-001412,17:03:24,Easton,Marin,large spinach_fet;large five_cheese
2015-001413,17:26:22,Everlee,Hensley,medium prsc_argla;medium sicilian;small hawaiian;small ital_supr
2015-001414,17:31:32,Camila,Cohen,small sicilian
2015-001415,17:41:10,Ricardo,Eaton,large mexicana
2015-001416,17:58:13,Jaziel,Flynn,large peppr_salami;medium cali_ckn;large prsc_argla;medium soppressata
2015-001417,18:15:20,Simon,Drake,medium ital_supr;medium napolitana;small ital_cpcllo;large mexicana
2015-001418,18:27:32,Orion,Merritt,small sicilian
2015-001419,18:56:33,Maeve,Bullock,large veggie_veg;large napolitana
2015-001420,18:51:54,Raphael,Bridges,large calabrese;small brie_carre;small spin_pesto
2015-001421,18:43:50,Collin,Weber,large spicy_ital
2015-001422,19:03:23,Phoebe,Keller,large thai_ckn;large mexicana
2015-001423,19:14:21,Harper,Schmidt,small big_meat;small prsc_argla;medium classic_dlx
2015-001424,19:22:32,Jared,Gilmore,large peppr_salami;medium veggie_veg
2015-001425,19:19:15,Ella,Mercado,medium cali_ckn;large mediterraneo;large thai_ckn
2015-001426,19:30:54,Reed,Nolan,large peppr_salami
2015-001427,20:03:37,Walker,Oliver,large prsc_argla;medium ital_supr;large five_cheese
2015-001428,20:16:45,Zaiden,Wright,large ckn_pesto;small veggie_veg
2015-001429,20:09:24,Dallas,Munoz,large five_cheese;medium peppr_salami;large pep_msh_pep;large classic_dlx
2015-001430,20:20:34,Ari,Pope,large ital_veggie;medium cali_ckn;x-large the_greek
2015-001431,20:22:07,Harvey,Middleton,medium mexicana
2015-001432,20:26:41,Oakley,Arellano,medium cali_ckn;large ital_supr;medium ital_veggie
2015-001433,20:25:29,Cyrus,Fleming,small prsc_argla;small ital_cpcllo
2015-001434,20:23:23,Julieta,Hopkins,small brie_carre;large mexicana
2015-001435,20:11:58,Brinley,Berg,large ital_supr;small sicilian;medium prsc_argla;small the_greek
2015-001436,20:20:32,Estella,Adkins,small spin_pesto;medium green_garden;small the_greek
2015-001437,20:31:50,Weston,Guerrero,small bbq_ckn
2015-001438,20:35:16,Katalina,Valencia,medium green_garden;medium ital_supr
2015-001439,20:28:14,Addison,Ross,large peppr_salami;small veggie_veg
2015-001440,20:36:46,Otto,Burgess,large classic_dlx
2015-001441,20:50:20,Onyx,Hail,small ital_supr;large southw_ckn
2015-001442,21:08:11,Ellis,Valentine,small veggie_veg;small spinach_fet;medium spinach_fet;medium ckn_alfredo
2015-001443,21:01:19,Julianna,Wilkerson,small pepperoni;medium classic_dlx
2015-001444,21:04:26,Madelyn,Bradley,large ital_cpcllo
2015-001445,21:05:50,Eva,Hampton,small big_meat;large thai_ckn;medium cali_ckn;medium calabrese
2015-001446,21:12:38,Axel,Warner,large napolitana;large ckn_alfredo
2015-001447,21:28:31,Lewis,Leblanc,medium four_cheese;small prsc_argla
2015-001448,21:38:38,Sutton,House,medium ital_supr
2015-001449,21:46:13,Amaya,Parker,large southw_ckn;small spicy_ital
2015-001450,22:03:55,Vera,French,large five_cheese;large pepperoni;medium bbq_ckn;large bbq_ckn
2015-001451,22:07:59,Brooke,Bravo,large four_cheese;large five_cheese;small hawaiian;medium pep_msh_pep
2015-001452,23:07:14,Phoenix,Ramirez,small prsc_argla;small mediterraneo
2015-001453,13:00:27,Johnny,Villanueva,small soppressata;large southw_ckn;medium calabrese;small thai_ckn
2015-001454,13:05:26,Raelynn,Lowery,medium the_greek;small hawaiian
2015-001455,13:54:02,Ford,Mendez,small hawaiian
2015-001456,14:14:19,Leilani,Williams,large bbq_ckn
2015-001457,14:14:11,Brooklynn,Christensen,small spicy_ital;large thai_ckn;large southw_ckn;small spicy_ital;small brie_carre;small big_meat;medium pep_msh_pep;medium classic_dlx;large five_cheese;medium veggie_veg;small bbq_ckn
2015-001458,14:22:15,Kayson,Ray,medium napolitana;medium cali_ckn;small prsc_argla;medium ital_cpcllo
2015-001459,14:32:02,Harley,Stout,small mexicana;medium mediterraneo
2015-001460,15:02:40,Alaya,Dalton,medium spinach_supr
2015-001461,14:55:50,Olive,Howell,small classic_dlx;large spinach_fet;large napolitana;large four_cheese;large mediterraneo
2015-001462,15:11:04,Bryan,Adkins,small spinach_fet
2015-001463,15:25:31,Meadow,Fletcher,small mexicana
2015-001464,15:17:40,Emersyn,York,large bbq_ckn
2015-001465,15:18:24,Aspen,Stein,small hawaiian;large peppr_salami
2015-001466,15:27:09,Londyn,Carr,small pepperoni;small thai_ckn
2015-001467,15:26:29,Maverick,Brooks,large bbq_ckn
2015-001468,15:39:49,Maximiliano,Kim,medium bbq_ckn;large peppr_salami
2015-001469,16:04:13,Cyrus,Marin,medium prsc_argla;small calabrese
2015-001470,16:08:41,Matias,Jacobson,large bbq_ckn;small sicilian
2015-001471,16:37:28,Madeleine,Randall,small big_meat;large four_cheese;medium cali_ckn;large calabrese
2015-001472,17:00:55,Ruth,Howell,large veggie_veg;medium mexicana
2015-001473,17:19:05,Rhett,Navarro,medium prsc_argla;small prsc_argla
2015-001474,17:24:19,Abraham,Wallace,small soppressata;small big_meat
2015-001475,17:30:39,Jaxton,Hebert,medium spin_pesto;small pepperoni;medium prsc_argla;medium four_cheese
2015-001476,17:51:45,Wyatt,Horton,medium bbq_ckn
2015-001477,17:47:25,Colton,Mitchell,small spinach_fet
2015-001478,18:00:36,Amir,Lozano,small ckn_pesto;large pepperoni;small the_greek;large prsc_argla
2015-001479,18:13:38,Adriel,Mclean,large sicilian;small brie_carre
2015-001480,18:35:27,Lilith,Lyons,large four_cheese;medium napolitana
2015-001481,18:57:20,Travis,Murphy,large ckn_alfredo;large southw_ckn
2015-001482,19:03:11,Cyrus,Kennedy,medium mexicana
2015-001483,19:12:55,Luis,Velasquez,small big_meat;medium mexicana;medium ckn_alfredo
2015-001484,19:37:56,Zander,Alvarez,small big_meat;medium cali_ckn;small thai_ckn
2015-001485,19:33:42,Vanessa,Deleon,small brie_carre;medium spinach_fet
2015-001486,19:44:22,Kailani,Soto,medium ital_veggie
2015-001487,20:19:41,Valerie,Ponce,small peppr_salami
2015-001488,20:27:00,Finley,Cummings,small pep_msh_pep;large spinach_fet
2015-001489,20:41:27,Koa,Price,small pepperoni
2015-001490,20:46:29,Annabelle,Wise,medium four_cheese;small the_greek;medium veggie_veg;large mediterraneo
2015-001491,21:03:53,James,Chase,small big_meat
2015-001492,21:24:33,Mckenzie,Harrell,small pepperoni;large bbq_ckn;medium napolitana;large hawaiian
2015-001493,21:32:51,Natalia,Pineda,medium four_cheese
2015-001494,21:38:59,Mabel,Mccormick,medium sicilian;large veggie_veg;large napolitana
2015-001495,21:54:03,Nash,Rosario,small spin_pesto;small spicy_ital;small mexicana
2015-001496,22:10:54,Selena,James,large napolitana
2015-001497,12:04:19,Elliott,Rodgers,large calabrese;small big_meat;medium ital_supr
2015-001498,12:07:08,Damien,Huang,large thai_ckn
2015-001499,12:24:04,Payton,Fuller,large hawaiian
2015-001500,12:38:45,Cruz,Goodman,large sicilian;medium classic_dlx;large napolitana;large spicy_ital
2015-001501,12:54:28,Rhett,Yates,medium cali_ckn;medium pepperoni;large spicy_ital;medium four_cheese
2015-001502,12:33:15,Rylie,Ingram,large four_cheese;x-large the_greek
2015-001503,12:43:52,Oakley,Acevedo,large ital_supr
2015-001504,13:18:44,Vivian,Cabrera,large pepperoni;large cali_ckn;small cali_ckn;medium pepperoni;large mediterraneo;small big_meat;medium green_garden;large thai_ckn;large southw_ckn;large spin_pesto
2015-001505,13:23:23,Simon,Callahan,medium veggie_veg;large classic_dlx;small brie_carre;large cali_ckn
2015-001506,13:31:26,Isabelle,Bryant,small the_greek
2015-001507,13:43:57,Iker,Stevens,small prsc_argla
2015-001508,13:33:09,Saylor,Huynh,large five_cheese
2015-001509,13:42:43,Kobe,Acevedo,small cali_ckn;small sicilian;small ital_veggie;small pep_msh_pep;small green_garden
2015-001510,13:49:24,Charlie,Meyer,large four_cheese
2015-001511,13:59:39,Reed,Schwartz,large five_cheese
2015-001512,14:01:18,Emiliano,Mccarthy,medium prsc_argla
2015-001513,14:32:26,Lily,Melendez,small pepperoni;medium pepperoni
2015-001514,14:34:43,Adelynn,Abbott,medium sicilian;small big_meat
2015-001515,14:32:16,Silas,Merritt,medium mexicana
2015-001516,14:22:41,Timothy,Jensen,large sicilian;small pepperoni
2015-001517,14:54:33,Ronin,Warren,large southw_ckn
2015-001518,14:44:46,Milo,Willis,large ital_supr
2015-001519,15:07:48,Emmanuel,Sanchez,medium the_greek
2015-001520,14:50:05,Athena,Stark,medium ckn_alfredo;large cali_ckn
2015-001521,15:09:23,Brynn,Weiss,large hawaiian;large sicilian
2015-001522,15:18:54,Xavier,Green,small classic_dlx;medium classic_dlx;small big_meat;small ital_supr
2015-001523,15:18:56,Eliana,Boone,large prsc_argla
2015-001524,15:29:32,Iris,Poole,medium veggie_veg
2015-001525,15:29:53,Erick,Moreno,large peppr_salami
2015-001526,15:30:03,Ronin,Jones,large thai_ckn
2015-001527,15:50:44,Crew,Reed,medium green_garden;medium calabrese
2015-001528,15:56:09,Axel,Brock,xx-large the_greek
2015-001529,16:21:08,Vivienne,Morton,large peppr_salami;small the_greek
2015-001530,16:13:32,Martin,Vargas,large four_cheese;small mediterraneo
2015-001531,16:34:52,Naomi,Lindsey,small hawaiian
2015-001532,16:48:26,Mila,English,small big_meat;small pepperoni
2015-001533,16:44:35,Leo,Savage,large bbq_ckn;medium pep_msh_pep
2015-001534,17:09:32,Charlee,Hall,small mediterraneo;large spin_pesto;large the_greek
2015-001535,17:22:14,Israel,Herrera,large four_cheese;medium ital_veggie;large spinach_fet;medium bbq_ckn
2015-001536,17:24:07,Robert,Lang,small pepperoni;medium calabrese;small sicilian
2015-001537,17:42:28,Juliana,Bell,large ckn_pesto
2015-001538,17:44:40,Rory,Berg,small spinach_fet;large ckn_alfredo;small spin_pesto
2015-001539,18:43:35,Wren,Jenkins,large thai_ckn;medium ital_supr;large five_cheese
2015-001540,18:43:14,Thea,Boyer,small soppressata;large ital_veggie
2015-001541,18:43:46,Jaiden,Chan,medium thai_ckn
2015-001542,19:13:31,Corbin,Andrews,small spinach_supr;medium thai_ckn;large calabrese;small spin_pesto
2015-001543,20:05:34,Olive,Mcclure,large five_cheese;large thai_ckn
2015-001544,20:18:42,Phoenix,Bates,medium spicy_ital;small napolitana
2015-001545,20:07:09,Valerie,Ponce,large hawaiian
2015-001546,20:21:04,Cayden,Gibbs,medium southw_ckn
2015-001547,21:29:38,Parker,Silva,large ital_cpcllo;medium spinach_fet
2015-001548,21:32:32,Ophelia,Sharp,medium ital_cpcllo;medium southw_ckn
2015-001549,21:46:38,Kai,Wells,large southw_ckn
2015-001550,21:52:05,Wrenley,Paul,small peppr_salami;small big_meat
2015-001551,22:01:48,Ian,Santos,small spin_pesto
2015-001552,12:06:52,Jaxton,Graves,medium ital_cpcllo
2015-001553,12:28:30,Scarlet,Frost,medium calabrese
2015-001554,12:29:29,Michael,Conley,large ital_veggie;large peppr_salami;large prsc_argla
2015-001555,12:52:36,Clayton,Parrish,large veggie_veg
2015-001556,13:09:55,June,Mejia,large mexicana;medium southw_ckn
2015-001557,12:41:30,Lincoln,May,large hawaiian
2015-001558,13:13:58,Sean,Martinez,large ital_veggie;large veggie_veg
2015-001559,13:20:48,Forrest,Matthews,medium hawaiian
2015-001560,13:35:20,Adaline,Mosley,large ital_supr;large napolitana
2015-001561,13:30:55,Katherine,York,large ckn_alfredo
2015-001562,13:30:25,Harrison,Wise,medium classic_dlx
2015-001563,13:36:28,Ayden,Jones,large classic_dlx;small ital_cpcllo
2015-001564,13:39:22,Anaya,Velasquez,large five_cheese;large mexicana;large pepperoni;large hawaiian
2015-001565,13:44:35,Grady,Bond,small ital_cpcllo;large bbq_ckn;medium ital_cpcllo;small cali_ckn
2015-001566,13:56:30,Sawyer,Dalton,large spinach_fet;large spinach_fet
2015-001567,14:16:02,Elle,Henson,large mexicana;small hawaiian;large prsc_argla
2015-001568,14:11:29,Ruth,Salinas,medium classic_dlx;small cali_ckn;large spinach_fet;small ital_veggie
2015-001569,14:27:47,Silas,Wolf,small brie_carre;small spinach_supr;small soppressata;large napolitana;small southw_ckn;large bbq_ckn;medium ital_cpcllo;small pepperoni;medium pepperoni;large hawaiian;large thai_ckn;small spicy_ital;large peppr_salami;large bbq_ckn
2015-001570,14:27:04,Hudson,Day,medium cali_ckn
2015-001571,15:11:11,Leonidas,Watts,medium bbq_ckn
2015-001572,15:14:57,Kyler,Navarro,large thai_ckn;medium sicilian;small spinach_supr
2015-001573,15:11:15,Luka,Joseph,medium thai_ckn
2015-001574,16:04:56,Alora,Oconnor,large peppr_salami;small spinach_fet;large bbq_ckn
2015-001575,16:12:15,Amari,Gordon,small pep_msh_pep
2015-001576,16:34:46,Estella,Beasley,medium soppressata;large the_greek
2015-001577,16:29:26,Alina,Orozco,small pep_msh_pep
2015-001578,16:45:00,Eduardo,Shelton,x-large the_greek;large four_cheese;large pepperoni;large mexicana
2015-001579,16:50:06,Kash,Hebert,large spicy_ital;medium classic_dlx
2015-001580,17:04:54,Vivian,Villegas,large veggie_veg;small green_garden
2015-001581,17:09:23,Daxton,Young,xx-large the_greek
2015-001582,17:10:23,Zyaire,Castaneda,large cali_ckn;large soppressata;small hawaiian;medium thai_ckn
2015-001583,17:32:49,Xander,Schneider,medium ckn_alfredo;medium soppressata
2015-001584,17:40:17,Rosalie,Park,medium southw_ckn;medium pep_msh_pep
2015-001585,17:50:53,Jasiah,French,small big_meat;small ital_cpcllo;small prsc_argla
2015-001586,17:55:55,Hector,Trevino,large southw_ckn;medium ital_cpcllo;small spinach_fet
2015-001587,18:11:42,Kobe,Elliott,large pepperoni
2015-001588,17:57:58,Louis,Cochran,small spinach_fet;medium spinach_supr
2015-001589,18:18:25,Brynn,Lowery,large soppressata;medium mediterraneo;large southw_ckn
2015-001590,18:19:56,Justin,Barber,medium ckn_alfredo;medium spin_pesto;large napolitana;large pepperoni
2015-001591,18:39:02,Bianca,Dyer,small sicilian;small big_meat;medium cali_ckn;medium four_cheese
2015-001592,18:45:51,Grant,Avila,medium ckn_pesto
2015-001593,18:46:11,Xavier,Schaefer,medium prsc_argla;medium calabrese;small spicy_ital;medium the_greek
2015-001594,19:02:38,Noa,Knox,small ckn_pesto
2015-001595,18:59:42,Denver,Farrell,small the_greek;large sicilian
2015-001596,18:56:00,Leonardo,Harmon,large thai_ckn;small soppressata
2015-001597,19:10:30,Adelina,Shelton,large southw_ckn
2015-001598,19:12:32,Estella,Shannon,large four_cheese;large prsc_argla
2015-001599,19:16:02,Carson,Molina,small prsc_argla;large five_cheese
2015-001600,19:09:27,Elena,Nolan,large napolitana;large pep_msh_pep
2015-001601,19:24:16,Kaden,Palmer,small the_greek;medium ital_cpcllo
2015-001602,19:18:42,Luka,Wu,medium thai_ckn;large calabrese
2015-001603,19:54:14,Jaxson,Khan,medium hawaiian
2015-001604,20:52:34,Jason,Aguirre,medium napolitana;large mexicana
2015-001605,20:40:15,Kason,Horton,medium ital_veggie;small ital_cpcllo
2015-001606,20:46:04,Ismael,Tyler,medium mediterraneo;large pepperoni
2015-001607,20:52:56,Cameron,Avila,small hawaiian;medium ital_cpcllo;small brie_carre
2015-001608,20:37:25,Esme,Fernandez,small veggie_veg
2015-001609,20:46:12,Julianna,Stark,large mediterraneo;large hawaiian
2015-001610,21:14:41,Alaya,Combs,large prsc_argla
2015-001611,21:43:10,Caden,Waters,medium pep_msh_pep;small classic_dlx;large peppr_salami;small pepperoni
2015-001612,21:42:02,Samuel,Wells,medium the_greek;large spicy_ital
2015-001613,21:52:42,Ethan,Gregory,medium ital_cpcllo;large four_cheese;small veggie_veg;medium southw_ckn
2015-001614,22:39:22,Camden,Park,medium napolitana;small big_meat
2015-001615,22:46:33,Easton,Huff,medium napolitana
2015-001616,22:45:42,Emily,Marquez,small spinach_supr;small pepperoni
2015-001617,23:14:45,Aiden,Acevedo,large four_cheese;medium peppr_salami
2015-001618,12:14:08,Heidi,Day,small sicilian;large ckn_pesto;medium pepperoni;small big_meat
2015-001619,12:10:04,Erick,Hampton,small classic_dlx;large bbq_ckn
2015-001620,12:15:03,Andrea,Copeland,large peppr_salami;large spicy_ital
2015-001621,12:20:57,Colson,Grant,small big_meat
2015-001622,12:40:16,Camila,Sawyer,large spicy_ital;small brie_carre
2015-001623,12:28:57,Francis,Hull,medium ital_supr
2015-001624,12:36:39,Wilder,Ortiz,medium cali_ckn
2015-001625,12:41:36,Colton,Valentine,large ital_supr
2015-001626,12:47:05,Faith,Richard,small hawaiian
2015-001627,12:35:58,Adonis,Mckee,large bbq_ckn
2015-001628,12:59:49,Baker,Chavez,large four_cheese;medium spinach_fet;small brie_carre
2015-001629,12:48:40,Titus,Ayers,large thai_ckn;small classic_dlx;large peppr_salami
2015-001630,12:57:36,Oaklynn,Phillips,small green_garden;medium pepperoni;large five_cheese
2015-001631,12:44:41,Joy,Leblanc,small classic_dlx;large veggie_veg
2015-001632,13:00:01,Ian,Frank,small spinach_fet;large pep_msh_pep;large spicy_ital
2015-001633,13:16:49,Oakley,Dennis,medium sicilian;medium pepperoni;medium spin_pesto
2015-001634,13:10:28,Atlas,Carlson,small green_garden
2015-001635,13:33:54,Amari,Erickson,small big_meat
2015-001636,13:35:55,Miles,Hancock,small veggie_veg
2015-001637,14:02:59,Ivan,Rivas,small sicilian;small classic_dlx;large bbq_ckn
2015-001638,14:14:35,River,Lindsey,x-large the_greek;medium mexicana;large spinach_fet;small ital_cpcllo
2015-001639,14:20:45,Johnny,Bowers,large bbq_ckn;large bbq_ckn;medium peppr_salami;medium hawaiian;small hawaiian;large hawaiian;large hawaiian;medium ckn_pesto;medium prsc_argla;x-large the_greek
2015-001640,14:19:58,Titus,Butler,small spinach_fet
2015-001641,15:01:04,Martin,Walter,large pepperoni;medium classic_dlx
2015-001642,15:07:41,Alivia,Waters,large soppressata;large cali_ckn;medium classic_dlx;medium southw_ckn
2015-001643,15:24:09,Jaxson,Stephenson,medium cali_ckn;small napolitana;medium ckn_alfredo
2015-001644,15:31:29,Augustus,Chapman,medium bbq_ckn;large bbq_ckn;large classic_dlx
2015-001645,16:01:55,Danna,Hudson,medium veggie_veg
2015-001646,16:18:10,Callen,Beltran,large ital_cpcllo;large napolitana;large bbq_ckn
2015-001647,16:21:31,Jacob,Lloyd,medium four_cheese
2015-001648,16:27:30,Hallie,Harvey,medium ital_supr;medium spicy_ital;large mexicana;medium southw_ckn
2015-001649,17:02:52,Freya,Trevino,large calabrese
2015-001650,17:12:51,Wyatt,Knox,large cali_ckn;medium ital_cpcllo;large bbq_ckn;small southw_ckn
2015-001651,17:16:07,Max,Bravo,medium ital_veggie
2015-001652,17:32:28,Emmett,Howell,medium veggie_veg;large thai_ckn
2015-001653,18:06:31,Savannah,Sanders,small big_meat;large mexicana
2015-001654,17:55:47,Eva,Beasley,large spicy_ital;large sicilian
2015-001655,18:53:18,Adalynn,Dejesus,medium bbq_ckn;large soppressata;medium spicy_ital
2015-001656,18:55:36,Emory,Mejia,medium the_greek;large spinach_fet;large hawaiian;large pep_msh_pep
2015-001657,18:55:35,Ayden,Walls,large spinach_fet;large bbq_ckn
2015-001658,19:10:02,Audrey,Felix,small classic_dlx;large soppressata
2015-001659,19:23:34,Hayes,Cox,large sicilian;large five_cheese;large pep_msh_pep;small ital_cpcllo
2015-001660,19:16:21,Ace,Garrett,small big_meat
2015-001661,19:55:16,Tanner,Palmer,medium ckn_alfredo;large napolitana
2015-001662,20:37:14,Atlas,Melendez,large napolitana
2015-001663,21:17:27,Katherine,Alvarado,large thai_ckn;medium ital_veggie;medium sicilian;large ital_veggie
2015-001664,21:47:16,Kyson,Acosta,medium mexicana
2015-001665,22:01:22,Alexis,Holloway,large thai_ckn;medium sicilian
2015-001666,21:55:20,Nasir,Pratt,small sicilian
2015-001667,22:13:33,Julia,Barton,small napolitana
2015-001668,23:13:29,Ada,Griffin,large hawaiian;large pepperoni;small big_meat
2015-001669,12:13:30,Mia,Buckley,large ckn_pesto
2015-001670,12:24:55,Zayne,Leon,large southw_ckn;large veggie_veg;large spicy_ital;large five_cheese
2015-001671,12:27:47,Sawyer,Winters,large bbq_ckn;small cali_ckn
2015-001672,13:01:21,Adaline,Webb,large spin_pesto
2015-001673,12:55:41,Mila,Winters,medium mexicana
2015-001674,13:08:09,Xiomara,Zuniga,large five_cheese
2015-001675,13:10:17,June,Poole,medium hawaiian;small spicy_ital;small pepperoni;large sicilian
2015-001676,13:14:51,Manuel,Rice,large four_cheese
2015-001677,13:15:45,Kason,Brennan,large ckn_pesto
2015-001678,13:46:02,Amora,Short,small pepperoni
2015-001679,13:44:21,Pablo,Christensen,medium calabrese
2015-001680,13:58:50,Ailani,Blackwell,x-large the_greek
2015-001681,13:58:00,Annalise,Salazar,large bbq_ckn;medium cali_ckn
2015-001682,14:02:59,Aurora,Briggs,medium bbq_ckn;large pepperoni
2015-001683,14:10:27,Rose,Perkins,large mexicana
2015-001684,14:06:37,Clara,Marin,small sicilian;large soppressata;large thai_ckn;small big_meat;small pepperoni;large bbq_ckn
2015-001685,14:14:44,Atlas,Chase,large napolitana;medium ital_supr;large sicilian;small mediterraneo;medium peppr_salami;small thai_ckn;large five_cheese;large sicilian;large cali_ckn;large ital_cpcllo;medium sicilian;large mediterraneo;large bbq_ckn;medium southw_ckn;large mediterraneo
2015-001686,14:19:18,Dante,Parker,large five_cheese;small veggie_veg;medium prsc_argla;large ital_cpcllo
2015-001687,14:14:52,Gwendolyn,Hardy,large peppr_salami;large thai_ckn;large peppr_salami
2015-001688,14:11:51,Elaina,Choi,small pepperoni
2015-001689,14:31:18,Jeremy,Moreno,large spinach_fet
2015-001690,14:31:37,Juniper,Dixon,medium four_cheese
2015-001691,14:37:23,Aspen,Cantu,medium ital_cpcllo
2015-001692,15:04:29,Tyler,Williamson,small ital_veggie
2015-001693,15:07:19,Ashley,Benjamin,small ital_veggie
2015-001694,15:06:07,Julieta,Robles,large cali_ckn
2015-001695,15:45:20,Maryam,Black,large thai_ckn;medium sicilian
2015-001696,16:03:41,Penelope,Reilly,large bbq_ckn;large mexicana
2015-001697,16:35:58,Eduardo,Holloway,medium classic_dlx;small prsc_argla
2015-001698,16:46:14,Eric,Mahoney,large ital_supr;medium sicilian;large prsc_argla
2015-001699,16:32:51,Landon,Velazquez,large southw_ckn
2015-001700,16:39:00,Heaven,Rosales,large calabrese
2015-001701,17:15:48,Knox,Murray,medium napolitana
2015-001702,17:36:15,Xiomara,Golden,small ckn_pesto
2015-001703,18:24:49,Jade,Wyatt,small bbq_ckn;medium prsc_argla
2015-001704,18:46:31,Callie,Enriquez,small ckn_alfredo;small veggie_veg;medium soppressata;large ital_supr
2015-001705,19:27:27,Augustus,Jennings,medium mexicana;large ital_cpcllo
2015-001706,19:20:51,Kaia,Chapman,large mexicana;large mexicana
2015-001707,19:27:49,Malachi,Solomon,large pepperoni;medium ital_cpcllo
2015-001708,19:39:26,Max,Callahan,medium ital_supr
2015-001709,19:36:32,Calvin,Strong,x-large the_greek;medium bbq_ckn;medium peppr_salami
2015-001710,19:45:26,Kalani,Doyle,medium four_cheese;small cali_ckn;medium hawaiian
2015-001711,19:31:56,Messiah,Bryan,large four_cheese
2015-001712,20:13:00,Franklin,Young,large ital_supr;large cali_ckn
2015-001713,19:57:22,Roman,Morris,small ital_veggie
2015-001714,20:05:41,Maisie,Orr,large pep_msh_pep
2015-001715,20:10:38,Ali,Flynn,large hawaiian;large five_cheese;small veggie_veg;large pepperoni
2015-001716,20:44:49,Skylar,Strickland,large pep_msh_pep;large pepperoni
2015-001717,20:50:16,Andres,Ponce,large five_cheese
2015-001718,20:57:55,Hayden,Vang,small prsc_argla;large spicy_ital;small cali_ckn;small spin_pesto
2015-001719,21:04:37,Timothy,Boyd,small southw_ckn
2015-001720,21:20:38,Xavier,Mcdowell,large mexicana;small the_greek
2015-001721,21:27:14,Emily,Hobbs,large thai_ckn;medium bbq_ckn
2015-001722,21:09:47,Adelyn,Sanchez,large ckn_pesto
2015-001723,21:35:42,Easton,Zuniga,small brie_carre
2015-001724,21:40:50,Elizabeth,Blankenship,small spicy_ital
2015-001725,22:00:15,Sylvia,Massey,large spin_pesto;medium hawaiian
2015-001726,23:09:43,Jorge,Mendez,large pep_msh_pep;small classic_dlx
2015-001727,11:57:28,Kyrie,Yates,large thai_ckn;medium pepperoni
2015-001728,12:06:26,Kalani,Griffith,medium prsc_argla;medium mexicana
2015-001729,12:02:07,Reese,Alvarez,medium classic_dlx
2015-001730,12:14:42,Aziel,Fuller,large ital_supr;medium prsc_argla;small hawaiian
2015-001731,12:59:03,Sylvia,Delacruz,small sicilian
2015-001732,12:49:40,Amara,Dejesus,medium prsc_argla;large bbq_ckn;small big_meat
2015-001733,13:04:54,Lily,Valencia,large ital_cpcllo
2015-001734,13:05:17,Ember,Webster,small thai_ckn;large cali_ckn;small spicy_ital;large four_cheese;small big_meat;large sicilian;small ckn_alfredo;large bbq_ckn;large ital_supr;small ckn_pesto;small classic_dlx;large thai_ckn;large mexicana
2015-001735,13:37:16,Daniella,Fox,medium cali_ckn
2015-001736,14:18:33,Lorenzo,Mcfarland,medium pepperoni
2015-001737,14:04:05,Sonny,Knapp,medium ckn_pesto;medium calabrese;medium ckn_alfredo
2015-001738,14:40:57,Memphis,Barnett,small hawaiian;medium ital_veggie;medium bbq_ckn;medium ital_supr
2015-001739,14:19:45,Miles,Livingston,large bbq_ckn;small bbq_ckn
2015-001740,14:58:51,Sage,Hall,medium ckn_alfredo
2015-001741,15:12:07,Ezra,Henderson,small sicilian
2015-001742,14:54:53,Victor,Meadows,large five_cheese
2015-001743,14:58:51,Reed,Callahan,small soppressata
2015-001744,15:12:00,Joshua,Crawford,medium classic_dlx;large peppr_salami;medium bbq_ckn
2015-001745,15:15:32,Ryker,Jennings,small spinach_supr;small green_garden;large classic_dlx;small brie_carre
2015-001746,15:38:34,Callum,Gutierrez,small classic_dlx
2015-001747,16:06:55,Charlee,Cox,x-large the_greek;medium pepperoni
2015-001748,16:23:19,Naomi,Huang,small cali_ckn
2015-001749,16:39:20,Edgar,Reynolds,small spin_pesto;small spinach_supr;x-large the_greek
2015-001750,17:06:40,Skylar,Medina,large bbq_ckn;medium mediterraneo
2015-001751,17:41:17,William,Yu,medium cali_ckn;medium four_cheese
2015-001752,17:28:32,Luciana,Arroyo,medium ital_veggie;medium spicy_ital
2015-001753,17:25:58,Sawyer,Shields,large cali_ckn;small spinach_supr
2015-001754,17:44:49,Malakai,Lowe,medium ckn_alfredo;medium bbq_ckn;large southw_ckn;small ital_veggie
2015-001755,18:10:19,Angel,Roth,small hawaiian;large the_greek
2015-001756,18:12:03,Zayne,Cross,small mediterraneo
2015-001757,18:15:00,Adeline,Todd,medium classic_dlx;large ital_cpcllo
2015-001758,18:16:19,Karson,Schroeder,medium southw_ckn;small veggie_veg
2015-001759,18:28:41,Gabrielle,Lee,medium spinach_fet;large ital_supr;medium prsc_argla;large mexicana
2015-001760,18:35:20,Ari,Rodriguez,small green_garden
2015-001761,18:48:27,Tucker,Fletcher,medium classic_dlx
2015-001762,18:50:01,Daphne,Tucker,medium ital_cpcllo
2015-001763,19:16:24,Valeria,Padilla,large four_cheese
2015-001764,19:07:03,Lydia,Bowers,small spin_pesto;large soppressata;small ital_veggie
2015-001765,19:17:25,Adelynn,Delacruz,small ital_veggie;large mexicana
2015-001766,19:38:32,Amy,Stevens,medium mexicana
